hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.0,0.09151414
2,1,0.0,0.0,0.09262341
3,1,0.0,0.0,0.09317804
4,1,0.0,0.007137010393067177,0.09317804
5,1,0.0,0.1397825078568648,0.09317804
6,1,0.0,0.0,0.08985025
7,1,0.15204931204759034,0.0,0.09206877
8,1,0.3246062619667861,0.0,0.13588464
9,1,0.5140424738091025,0.06916245829091444,0.19523017
10,1,0.5461994426241595,0.0,0.21464226
11,1,0.6961706224667857,0.0,0.37160288
12,1,0.8715432873926982,0.17326452699650058,0.32168608
13,1,0.8998681000239787,0.21240591612468684,0.28840821
14,1,0.8704104269134455,0.2619861710234973,0.22628952
15,1,0.7935703880393148,0.2632199791577656,0.2224071
16,1,0.676844570101962,0.16768608455992987,0.23571825
17,1,0.5141131241818,0.09706497220207157,0.27620632
18,1,0.33292122019243064,0.19565718695631565,0.29839157
19,1,0.15325784313144458,0.1663022318709977,0.31225735
20,1,0.0,0.08203488071297993,0.28175263
21,1,0.0,0.2711903859610761,0.25013866
22,1,0.0,0.0,0.1442041
23,1,0.0,0.0,0.09927898
24,1,0.0,0.0,0.08097615
1,2,0.0,0.06389362126251368,0.09151414
2,2,0.0,0.22548824517723787,0.09262341
3,2,0.0,0.2357457656220003,0.09317804
4,2,0.0,0.25059732246707667,0.09317804
5,2,0.0,0.3438208056481808,0.09317804
6,2,0.0,0.2582027403356353,0.08985025
7,2,0.1598625789121087,0.08394920665013812,0.09206877
8,2,0.31585494853341856,0.10273532663783656,0.13588464
9,2,0.503188595536791,0.09944003861584969,0.19523017
10,2,0.5747963891350037,0.09855559412774481,0.21464226
11,2,0.7574262015931023,0.0,0.37160288
12,2,0.848198246591836,0.0251001887206967,0.32168608
13,2,0.872645476020619,0.046934264042944554,0.28840821
14,2,0.8190663742537133,0.3498990679109202,0.22628952
15,2,0.6962587905713857,0.1602215363593177,0.2224071
16,2,0.634194032794524,0.25543667975631384,0.23571825
17,2,0.3536383662508207,0.11776820122666547,0.27620632
18,2,0.32521253282658474,0.2688833610066374,0.29839157
19,2,0.16886058509997048,0.3022258626311736,0.31225735
20,2,0.0,0.34178352806353024,0.28175263
21,2,0.0,0.18689070350660963,0.25013866
22,2,0.0,0.05895196771906387,0.1442041
23,2,0.0,0.20741608929144847,0.09927898
24,2,0.0,0.24671753335061683,0.08097615
1,3,0.0,0.017079833653774416,0.09151414
2,3,0.0,0.002790948040777469,0.09262341
3,3,0.0,0.02477239954283047,0.09317804
4,3,0.0,0.0,0.09317804
5,3,0.0,0.00772219192496249,0.09317804
6,3,0.0,0.00837358545330911,0.08985025
7,3,0.19260148579324352,0.0,0.09206877
8,3,0.33793616071434956,0.004301637040923283,0.13588464
9,3,0.5644968037270712,0.003610843383998926,0.19523017
10,3,0.6449818322250513,0.0,0.21464226
11,3,0.7865861521847018,0.0753922839525973,0.37160288
12,3,0.9016043635907595,0.06078525812511623,0.32168608
13,3,0.9097124083740654,0.09661062523939645,0.28840821
14,3,0.8245564428527726,0.28665070571232953,0.22628952
15,3,0.7591319929025683,0.2521701221167425,0.2224071
16,3,0.6415126022180988,0.22062274846469226,0.23571825
17,3,0.47542399296456467,0.22987177294986416,0.27620632
18,3,0.2987150494229918,0.25030174237350994,0.29839157
19,3,0.1254425466021929,0.2591137291271962,0.31225735
20,3,0.0,0.09845424844991343,0.28175263
21,3,0.0,0.10345464192676736,0.25013866
22,3,0.0,0.3174262963574953,0.1442041
23,3,0.0,0.26607042404092157,0.09927898
24,3,0.0,0.0958882561593011,0.08097615
1,4,0.0,0.0,0.09151414
2,4,0.0,0.0,0.09262341
3,4,0.0,0.0,0.09317804
4,4,0.0,0.0,0.09317804
5,4,0.0,0.0,0.09317804
6,4,0.0,0.0,0.08985025
7,4,0.15981504376686956,0.0,0.09206877
8,4,0.30447819382372715,0.0,0.13588464
9,4,0.4940329432511676,0.0,0.19523017
10,4,0.5630692121242563,0.0,0.21464226
11,4,0.7467549905050901,2.0569943339842705e-5,0.37160288
12,4,0.840286412745071,0.06903655161234985,0.32168608
13,4,0.8615746488432316,0.0449381101988047,0.28840821
14,4,0.8073533237838657,0.31808841465127596,0.22628952
15,4,0.7348815593321599,0.0,0.2224071
16,4,0.29055340185528883,0.136947143345618,0.23571825
17,4,0.4964929132803589,0.2767553581129984,0.27620632
18,4,0.33822384940859607,0.21483820530852465,0.29839157
19,4,0.16591198097199594,0.2840366083955866,0.31225735
20,4,0.0,0.1831132131367085,0.28175263
21,4,0.0,0.0,0.25013866
22,4,0.0,0.0,0.1442041
23,4,0.0,0.0,0.09927898
24,4,0.0,0.0,0.08097615
1,5,0.0,0.03186209616640814,0.09151414
2,5,0.0,0.0,0.09262341
3,5,0.0,0.0,0.09317804
4,5,0.0,0.0,0.09317804
5,5,0.0,0.0,0.09317804
6,5,0.0,0.0,0.08985025
7,5,0.2001162790725025,0.0,0.09206877
8,5,0.35403525878746084,0.0,0.13588464
9,5,0.5647505251068515,0.0,0.19523017
10,5,0.6956975514680713,0.09352356731692114,0.21464226
11,5,0.7792515496179749,0.0,0.37160288
12,5,0.8725376769892549,0.11491127246966763,0.32168608
13,5,0.8430770922874508,0.07017329212670113,0.28840821
14,5,0.5725845710771428,0.2552976879589708,0.22628952
15,5,0.699739578934421,0.15050402512924096,0.2224071
16,5,0.655127519988262,0.23878968119299862,0.23571825
17,5,0.497267402957309,0.25151309293433655,0.27620632
18,5,0.31690350677415846,0.19937670936355514,0.29839157
