hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.22851761860675038,0.22739878
2,1,0.0,0.06855096127112152,0.22739878
3,1,0.0,0.27040569785419427,0.22795341
4,1,0.0,0.17762816219362412,0.2296173
5,1,0.0,0.09698058756301133,0.23017194
6,1,0.0,0.20366759272541812,0.2296173
7,1,0.14407421066409634,0.36965257084605285,0.22906267
8,1,0.32632207453640644,0.3066054429544495,0.23627288
9,1,0.5216085415564258,0.10913997457840831,0.40099834
10,1,0.6651112017347014,0.2959008970750943,0.42262895
11,1,0.795710358519171,0.2574329462133505,0.40599002
12,1,0.858005572686162,0.35047843342773577,0.39156961
13,1,0.8865033172123851,0.39596708107078626,0.20133111
14,1,0.8605562182062618,0.4503520290315419,0.24348308
15,1,0.7909351993743066,0.2974948312541735,0.27565169
16,1,0.6126235192880278,0.8410489677842755,0.32501387
17,1,0.13133028905472338,0.45695509906053505,0.34941764
18,1,0.3048439842683301,0.39545742716402915,0.33388796
19,1,0.14010932466334403,0.6245922067471154,0.33388796
20,1,0.0,0.650049848057454,0.30393788
21,1,0.0,0.6569070269605121,0.29118136
22,1,0.0,0.7709871344714722,0.23294509
23,1,0.0,0.5525655153232734,0.19855796
24,1,0.0,0.4530125484209236,0.1885746
1,2,0.0,0.028520682274341732,0.22739878
2,2,0.0,0.0,0.22739878
3,2,0.0,0.0,0.22795341
4,2,0.0,0.10700743495497644,0.2296173
5,2,0.0,0.0,0.23017194
6,2,0.0,0.0,0.2296173
7,2,0.17396985178943242,0.0,0.22906267
8,2,0.35185009520105315,0.19977614245164207,0.23627288
9,2,0.513304487442579,0.0,0.40099834
10,2,0.6481125390009679,0.0927065488434663,0.42262895
11,2,0.7644801185414285,0.11425803540545938,0.40599002
12,2,0.8431563869661453,0.2244611769838727,0.39156961
13,2,0.8661015845072138,0.2069122578286119,0.20133111
14,2,0.8318560326061567,0.2552857105461433,0.24348308
15,2,0.7789453619762867,0.37922893034283883,0.27565169
16,2,0.45043040047698024,0.7174609735315898,0.32501387
17,2,0.17478594555480514,0.14856573004081025,0.34941764
18,2,0.2552055905827662,0.3585252532746017,0.33388796
19,2,0.0,0.2811271027789664,0.33388796
20,2,0.0,0.07189224053746267,0.30393788
21,2,0.0,0.10643734190484479,0.29118136
22,2,0.0,0.0,0.23294509
23,2,0.0,0.02153066372716915,0.19855796
24,2,0.0,0.0,0.1885746
1,3,0.0,0.3233900701482732,0.22739878
2,3,0.0,0.26282974410027116,0.22739878
3,3,0.0,0.4358532273730458,0.22795341
4,3,0.0,0.2650093922670502,0.2296173
5,3,0.0,0.23986601552214512,0.23017194
6,3,0.0,0.4133075072982084,0.2296173
7,3,0.21142579500294628,0.0,0.22906267
8,3,0.4110950657980097,0.07801447978871254,0.23627288
9,3,0.585707310428948,0.11614347132819722,0.40099834
10,3,0.6899965375778584,0.18169134125880218,0.42262895
11,3,0.8404886682258729,0.2905701746525054,0.40599002
12,3,0.9039799939710502,0.3486686628602555,0.39156961
13,3,0.8981803803711069,0.39801251170477064,0.20133111
14,3,0.8664915848385616,0.34120905112621747,0.24348308
15,3,0.7794656385177872,0.2882067560756389,0.27565169
16,3,0.5081583208869537,0.8979622141599325,0.32501387
17,3,0.0,0.4201261513058508,0.34941764
18,3,0.13674610198685044,0.6128407696150345,0.33388796
19,3,0.0,0.5584864355411325,0.33388796
20,3,0.0,0.47226222597872236,0.30393788
21,3,0.0,0.44851655746050806,0.29118136
22,3,0.0,0.3955381760088942,0.23294509
23,3,0.0,0.6169090178288592,0.19855796
24,3,0.0,0.18579739160577532,0.1885746
1,4,0.0,0.12682209722276058,0.22739878
2,4,0.0,0.20691290068206653,0.22739878
3,4,0.0,0.2868574985068165,0.22795341
4,4,0.0,0.15586737941675977,0.2296173
5,4,0.0,0.0,0.23017194
6,4,0.0,0.0,0.2296173
7,4,0.16377028549259554,0.11377472888596811,0.22906267
8,4,0.34316519825318775,0.05687035663777077,0.23627288
9,4,0.4805858433076148,0.0,0.40099834
10,4,0.5981993125036408,0.04411081484480719,0.42262895
11,4,0.7407190909107919,0.1395170881136829,0.40599002
12,4,0.8335768662012892,0.36711344187037775,0.39156961
13,4,0.8558152386460932,0.2147812549169593,0.20133111
14,4,0.817382792898435,0.20345645105635027,0.24348308
15,4,0.7669232210690885,0.34693210446273265,0.27565169
16,4,0.3798101611982759,1.0,0.32501387
17,4,0.11975377623781146,0.0,0.34941764
18,4,0.13277061131379966,0.24002834404572937,0.33388796
19,4,0.0,0.111805060107358,0.33388796
20,4,0.0,0.0,0.30393788
21,4,0.0,0.07207163970736104,0.29118136
22,4,0.0,0.1394598038715952,0.23294509
23,4,0.0,0.21968227540587462,0.19855796
24,4,0.0,0.0067990822199782645,0.1885746
1,5,0.0,0.0,0.22739878
2,5,0.0,0.18129963926573367,0.22739878
3,5,0.0,0.22585269913367195,0.22795341
4,5,0.0,0.3229492267464915,0.2296173
5,5,0.0,0.4192486104755486,0.23017194
6,5,0.0,0.2108169908227953,0.2296173
7,5,0.20103420402433123,0.25972742545923483,0.22906267
8,5,0.39988049645599816,0.5428633460655972,0.23627288
9,5,0.579310424850065,0.3230971583582121,0.40099834
10,5,0.7181450213067504,0.38028694869687923,0.42262895
11,5,0.8170052407098052,0.24100919621438968,0.40599002
12,5,0.8819171704424961,0.36318235603184884,0.39156961
13,5,0.8942278423954443,0.522322601920438,0.20133111
14,5,0.8574137533491246,0.4944445191114351,0.24348308
15,5,0.7811897181277448,0.33301840238506253,0.27565169
16,5,0.6566524803093067,0.5583155613102726,0.32501387
17,5,0.20955030220253376,0.4822406085260301,0.34941764
18,5,0.13867977000985676,0.4916944261786702,0.33388796
19,5,0.0,0.0,0.33388796
20,5,0.0,0.0,0.30393788
21,5,0.0,0.0,0.29118136
22,5,0.0,0.0,0.23294509
23,5,0.0,0.3353936839755636,0.19855796
24,5,0.0,0.036696869850964306,0.1885746
1,6,0.0,0.09938003179050853,0.22739878
2,6,0.0,0.15373986491920316,0.22739878
3,6,0.0,0.0,0.22795341
4,6,0.0,0.21340503821992862,0.2296173
5,6,0.0,0.26144496483277574,0.23017194
6,6,0.0,0.0,0.2296173
7,6,0.1750971677479686,0.09946986350014654,0.22906267
8,6,0.3605455208574414,0.09911053482833154,0.23627288
9,6,0.5328176557450008,0.023977707042897672,0.40099834
10,6,0.6775258950586465,0.16986657106047887,0.42262895
11,6,0.7840790781620407,0.252653981612157,0.40599002
12,6,0.8549129406718701,0.3861814064180646,0.39156961
13,6,0.8789832025060178,0.33384401311688056,0.20133111
14,6,0.855318930581142,0.14226818116569231,0.24348308
15,6,0.6378937711082988,1.0,0.27565169
16,6,0.0,0.6879875652489231,0.32501387
17,6,0.22792290659385975,0.37311719290947953,0.34941764
18,6,0.19462209552955492,1.0,0.33388796
19,6,0.15197150488640326,1.0,0.33388796
20,6,0.0,0.37637374431153364,0.30393788
21,6,0.0,0.3962217034435773,0.29118136
22,6,0.0,0.04813439323480156,0.23294509
23,6,0.0,0.3360895254074747,0.19855796
24,6,0.0,0.2300428976434066,0.1885746
1,7,0.0,0.0,0.22739878
2,7,0.0,0.21183684964749447,0.22739878
3,7,0.0,0.28311488424947445,0.22795341
4,7,0.0,0.30143194622975417,0.2296173
5,7,0.0,0.05888799510038031,0.23017194
6,7,0.0,0.016908508550335294,0.2296173
7,7,0.17432470253548815,0.0,0.22906267
8,7,0.3552252283904015,0.2017604771074893,0.23627288
9,7,0.5251516729504664,0.20486820155929078,0.40099834
10,7,0.633872634669253,0.3644921325312259,0.42262895
11,7,0.7736674238252929,0.35824320608786425,0.40599002
12,7,0.8405231949209392,0.2762055696928833,0.39156961
13,7,0.8291434190740797,0.20353737397588906,0.20133111
14,7,0.832162052072493,0.3019572948122442,0.24348308
15,7,0.772170899456874,0.4464703651231689,0.27565169
16,7,0.44160539199417415,0.8015833269745827,0.32501387
17,7,0.0,0.4062820937421247,0.34941764
18,7,0.10851725084714534,0.0,0.33388796
19,7,0.0,0.10109021194359336,0.33388796
20,7,0.0,0.556386144296321,0.30393788
21,7,0.0,0.4173957190960241,0.29118136
22,7,0.0,0.11489247946656854,0.23294509
23,7,0.0,0.36460445220846305,0.19855796
24,7,0.0,0.2213160652384398,0.1885746
1,8,0.0,0.06946545731671164,0.22739878
2,8,0.0,0.45497078248501127,0.22739878
3,8,0.0,0.22856628713666308,0.22795341
4,8,0.0,0.14471965698005146,0.2296173
5,8,0.0,0.2051437945178529,0.23017194
6,8,0.0,0.09110406544459859,0.2296173
7,8,0.1609356435338016,0.10729034449787703,0.22906267
8,8,0.3408963455027799,0.04338929270430465,0.23627288
9,8,0.5118019992799926,0.06034146543771539,0.40099834
10,8,0.6556633333113137,0.1169626704076004,0.42262895
11,8,0.7647009035583269,0.2819594834921914,0.40599002
12,8,0.8447794305258799,0.4504466863437518,0.39156961
13,8,0.8700858591571511,0.24827678303665163,0.20133111
14,8,0.8498050122125455,0.23371718655356116,0.24348308
15,8,0.785779976350509,0.2221921431733398,0.27565169
16,8,0.1240250825854557,0.40134766822118706,0.32501387
17,8,0.0,0.46134166693598483,0.34941764
18,8,0.12306780243873629,0.7063527106489391,0.33388796
19,8,0.1093337541490986,0.4621801489479945,0.33388796
20,8,0.0,0.10313327060483216,0.30393788
21,8,0.0,0.19528380874979256,0.29118136
22,8,0.0,0.0,0.23294509
23,8,0.0,0.3510252998037736,0.19855796
24,8,0.0,0.10108461164294794,0.1885746
1,9,0.0,0.0,0.22739878
2,9,0.0,0.23045820220285237,0.22739878
3,9,0.0,0.07509045657953195,0.22795341
4,9,0.0,0.012235964118792353,0.2296173
5,9,0.0,0.25092075446175127,0.23017194
6,9,0.0,0.0,0.2296173
7,9,0.17528221243083555,0.025214490794567338,0.22906267
8,9,0.35837058665901433,0.047299277085590674,0.23627288
9,9,0.526970169040657,0.0,0.40099834
10,9,0.6429856458100268,0.05885312499151967,0.42262895
11,9,0.7513317568191203,0.11293179440398404,0.40599002
12,9,0.8256099748114881,0.2888814808050068,0.39156961
13,9,0.8374297085348934,0.039546453965471226,0.20133111
14,9,0.806705694874028,0.28077111379196185,0.24348308
15,9,0.7406456961287753,0.37366143994502116,0.27565169
16,9,0.5047466205012328,1.0,0.32501387
17,9,0.0,0.010804977747638434,0.34941764
18,9,0.10834967051614103,0.0,0.33388796
19,9,0.11584915761321475,0.15861443593032074,0.33388796
20,9,0.0,0.492608991912396,0.30393788
21,9,0.0,0.5249130282113379,0.29118136
22,9,0.0,0.0,0.23294509
23,9,0.0,0.7011702322023876,0.19855796
24,9,0.0,0.31377164024534177,0.1885746
1,10,0.0,0.0035477510951575824,0.22739878
2,10,0.0,0.4504038408241884,0.22739878
3,10,0.0,0.23061349365257477,0.22795341
4,10,0.0,0.07080145897583642,0.2296173
5,10,0.0,0.27812595395923956,0.23017194
6,10,0.0,0.10793620084775189,0.2296173
7,10,0.1603623898445809,0.0,0.22906267
8,10,0.34211732814462664,0.003457268661874588,0.23627288
9,10,0.5165845049186975,0.0409377743464913,0.40099834
10,10,0.6612187189179122,0.10816287038360964,0.42262895
11,10,0.7736217800414533,0.20777122811856205,0.40599002
12,10,0.8507870725153851,0.24536142345978362,0.39156961
13,10,0.8746922160710491,0.1831821148745727,0.20133111
14,10,0.8569802097081156,0.23419144435111977,0.24348308
15,10,0.7958112234935463,0.14967464072747846,0.27565169
16,10,0.20667758957057372,0.7517735668670645,0.32501387
17,10,0.0,0.14714165254996975,0.34941764
18,10,0.17234382272446228,0.5312144325041147,0.33388796
19,10,0.11272178352146742,0.08852285546673244,0.33388796
20,10,0.0,0.2509080048305429,0.30393788
21,10,0.0,0.257829317537052,0.29118136
22,10,0.0,0.040331982974017085,0.23294509
23,10,0.0,0.11410473427052559,0.19855796
24,10,0.0,0.01299816207084622,0.1885746
1,11,0.0,0.0953887601521069,0.22739878
2,11,0.0,0.6104182197562117,0.22739878
3,11,0.0,0.519652101770725,0.22795341
4,11,0.0,0.08332584519680125,0.2296173
5,11,0.0,0.3195956139973324,0.23017194
6,11,0.0,0.0,0.2296173
7,11,0.15719049814616276,0.0,0.22906267
8,11,0.3319446329104684,0.003650487731741283,0.23627288
9,11,0.4984697648801462,0.0,0.40099834
10,11,0.637740679713644,0.14285919215643825,0.42262895
11,11,0.7491738634606037,0.309270932839006,0.40599002
12,11,0.8239320987269179,0.28970852469523417,0.39156961
13,11,0.8491054601511709,0.24765770495637665,0.20133111
14,11,0.8326448791260702,0.2289617307999516,0.24348308
15,11,0.7567828984500679,0.2407665000114079,0.27565169
16,11,0.16087801573827387,0.48746351033011115,0.32501387
17,11,0.0,0.10944516153823787,0.34941764
18,11,0.18241483776812267,0.4853508627707429,0.33388796
19,11,0.12615745567784953,0.44742837654814155,0.33388796
20,11,0.0,0.3874496496833522,0.30393788
21,11,0.0,0.5550333994075914,0.29118136
22,11,0.0,0.12134739922737944,0.23294509
23,11,0.0,0.28162099151804815,0.19855796
24,11,0.0,0.46819049367826515,0.1885746
1,12,0.0,0.5859307711646492,0.22739878
2,12,0.0,0.5806234965349503,0.22739878
3,12,0.0,0.7522653963360276,0.22795341
4,12,0.0,0.6371332638336328,0.2296173
5,12,0.0,0.3487214961795802,0.23017194
6,12,0.0,0.07687980964025849,0.2296173
7,12,0.19672823122220973,0.12756002814566625,0.22906267
8,12,0.38664321900682247,0.15890083860849666,0.23627288
9,12,0.5566522864299542,0.0,0.40099834
10,12,0.6886634879129478,0.0,0.42262895
11,12,0.7807539706939409,0.17681432896760255,0.40599002
12,12,0.836597164686779,0.3399036865428455,0.39156961
13,12,0.837395691821397,0.13912663774224052,0.20133111
14,12,0.8011414257900017,0.3630369436479581,0.24348308
15,12,0.724021857279987,0.4748609542595908,0.27565169
16,12,0.43866596420847076,1.0,0.32501387
17,12,0.0,0.46386604270941534,0.34941764
18,12,0.0,0.03176155573703987,0.33388796
19,12,0.0,0.4225022422853838,0.33388796
20,12,0.0,0.596272092396034,0.30393788
21,12,0.0,0.5613773643294786,0.29118136
22,12,0.0,0.43670473476289984,0.23294509
23,12,0.0,0.6319127587844129,0.19855796
24,12,0.0,0.4432835557573903,0.1885746
1,13,0.0,0.38740868623163394,0.22739878
2,13,0.0,0.35121081372353347,0.22739878
3,13,0.0,0.29799594449296046,0.22795341
4,13,0.0,0.1943652916785964,0.2296173
5,13,0.0,0.2102336486273535,0.23017194
6,13,0.0,0.07718245733669306,0.2296173
7,13,0.15688779963253674,0.0534449510414226,0.22906267
8,13,0.3307444743364709,0.0,0.23627288
9,13,0.4967154668363215,0.015352722653581105,0.40099834
10,13,0.6148971392377054,0.048491187213229085,0.42262895
