bus_ID,Type,Pmax [MW],Pmin [MW]
1,Wind,0,0
2,Wind,0,0
3,Wind,0,0
4,Wind,0,0
5,Wind,0.054645363327035358,0
6,Wind,0,0
7,Wind,0.127505847763082502,0
8,Wind,0,0
9,Wind,0,0
10,Wind,0,0
11,Wind,0,0
12,Wind,0,0
13,Wind,0,0
14,Wind,0,0
15,Wind,0,0
16,Wind,0,0
17,Wind,0,0
18,Wind,0,0
19,Wind,1.839727232010190386,0
20,Wind,0,0
21,Wind,54.700008690362393358,0
22,Wind,0,0
23,Wind,0,0
24,Wind,0,0
25,Wind,0,0
26,Wind,0,0
27,Wind,840.318182122040723538,0
28,Wind,0,0
29,Wind,0.018215121109011786,0
30,Wind,0,0
31,Wind,0.054645363327035358,0
32,Wind,0,0
33,Wind,0,0
34,Wind,0.036430242218023572,0
35,Wind,0,0
36,Wind,0,0
37,Wind,0,0
38,Wind,0,0
39,Wind,0,0
40,Wind,96.066548728928159364,0
41,Wind,0,0
42,Wind,0,0
43,Wind,0.334087488941665822583562,0
44,Wind,0.103075417674617041416438,0
45,Wind,0,0
46,Wind,0,0
47,Wind,0.054645363327035358,0
48,Wind,0,0
49,Wind,0,0
50,Wind,1.00183166099564823,0
51,Wind,0,0
52,Wind,0,0
53,Wind,0,0
54,Wind,0,0
55,Wind,0.054645363327035358,0
56,Wind,0,0
57,Wind,0.218581453308141432,0
58,Wind,0.36430242218023572,0
59,Wind,0.54645363327035358,0
60,Wind,0,0
61,Wind,0.025101201923304819603012,0
62,Wind,0.029544161403730538396988,0
63,Wind,36.61239342911368986,0
64,Wind,0,0
65,Wind,0.054645363327035358,0
66,Wind,0.054645363327035358,0
67,Wind,0.36430242218023572,0
68,Wind,54.645363327035358,0
69,Wind,111.84084360933236604,0
70,Wind,16.011091454821359894,0
71,Wind,559.422799499969971632,0
72,Wind,0,0
73,Wind,0,0
74,Wind,728.60484436047144,0
75,Wind,235.940463725029664058,0
76,Wind,586.89120213235974492,0
77,Wind,0,0
78,Wind,2893.526633529849241458,0
79,Wind,806.346981253733742648,0
80,Wind,3520.9829103719782338,0
81,Wind,0.437162906616282864,0
82,Wind,972.6874672212293724,0
83,Wind,0.054645363327035358,0
84,Wind,0.145720968872094288,0
85,Wind,0,0
86,Wind,0.018215121109011786,0
87,Wind,0,0
88,Wind,4789.6660956146491287,0
89,Wind,0.109290726654070716,0
90,Wind,0,0
91,Wind,0,0
92,Wind,349.7303252930262912,0
93,Wind,0.09107560554505893,0
94,Wind,721.3187959168667256,0
95,Wind,0,0
96,Wind,0,0
97,Wind,0,0
98,Wind,3.6430242218023572,0
99,Wind,0,0
100,Wind,0,0
101,Wind,0,0
102,Wind,0,0
103,Wind,0,0
104,Wind,0,0
105,Wind,0,0
106,Wind,0.36430242218023572,0
107,Wind,0,0
108,Wind,379.894565849549808816,0
109,Wind,0,0
110,Wind,0,0
111,Wind,0.163936089981106074,0
112,Wind,0,0
113,Wind,0.163936089981106074,0
114,Wind,30.0549498298694469,0
115,Wind,0,0
116,Wind,0,0
117,Wind,0.054645363327035358,0
118,Wind,1092.961911904034195358,0
119,Wind,0,0
120,Wind,0,0
121,Wind,0,0
122,Wind,0,0
123,Wind,0,0
124,Wind,3313.3305297292438734,0
125,Wind,0,0
126,Wind,0,0
127,Wind,0.072860484436047144,0
128,Wind,0,0
129,Wind,0,0
130,Wind,1233.1636990800979122,0
131,Wind,0,0
132,Wind,360.714043321760398158,0
133,Wind,54.700008690362393358,0
134,Wind,0,0
135,Wind,6.120280692627960096,0
136,Wind,742.2661851922302795,0
137,Wind,55.701840351358041588,0
138,Wind,0,0
139,Wind,1361.5803028986310035,0
140,Wind,327.872179962212148,0
141,Wind,0,0
142,Wind,0,0
143,Wind,0.54645363327035358,0
144,Wind,7.2860484436047144,0
145,Wind,316.050566362463498886,0
146,Wind,210.3846488090861283,0
147,Wind,0,0
148,Wind,0.054645363327035358,0
149,Wind,0,0
150,Wind,222.9952449151352902210542,0
151,Wind,188.4661258163319437329458,0
152,Wind,0,0
153,Wind,0.054645363327035358,0
154,Wind,0.054645363327035358,0
155,Wind,0.127505847763082502,0
156,Wind,0,0
157,Wind,0,0
158,Wind,1052.8340001008812308,0
159,Wind,0,0
160,Wind,0.109290726654070716,0
161,Wind,0,0
162,Wind,255.011695526165004,0
163,Wind,0,0
164,Wind,0,0
165,Wind,0.145720968872094288,0
166,Wind,30.0549498298694469,0
167,Wind,0.036430242218023572,0
168,Wind,0,0
169,Wind,0,0
170,Wind,0.036430242218023572,0
171,Wind,0,0
172,Wind,959.57258002274088648,0
173,Wind,341.5335207939709875,0
174,Wind,0,0
175,Wind,14.171364222811169508,0
176,Wind,0.058282394773992850322406,0
177,Wind,0.074520045905168098810674,0
178,Wind,0.036430242218023572,0
179,Wind,0,0
180,Wind,0.783250207687506798,0
181,Wind,0,0
182,Wind,0.072860484436047144,0
183,Wind,0.03113364930194512486692,0
184,Wind,0.054645363327035358,0
185,Wind,0,0
186,Wind,0.109290726654070716,0
187,Wind,0,0
188,Wind,0.218581453308141432,0
189,Wind,13.6613408317588395,0
190,Wind,13.6613408317588395,0
191,Wind,0.09107560554505893,0
192,Wind,0.036430242218023572,0
193,Wind,0.255011695526165004,0
