bus_ID,Type,Pmax [MW],Pmin [MW]
1,Wind,0,0
2,Wind,0,0
3,Wind,0,0
4,Wind,0,0
5,Wind,0.026729245378763061,0
6,Wind,0,0
7,Wind,0.062368239217113809,0
8,Wind,0,0
9,Wind,0,0
10,Wind,0,0
11,Wind,0,0
12,Wind,0,0
13,Wind,0,0
14,Wind,0,0
15,Wind,0,0
16,Wind,0,0
17,Wind,0,0
18,Wind,0,0
19,Wind,0.899884594418356387,0
20,Wind,0,0
21,Wind,26.755974624141824061,0
22,Wind,0,0
23,Wind,0,0
24,Wind,0,0
25,Wind,0,0
26,Wind,0,0
27,Wind,411.033425686158764371,0
28,Wind,0,0
29,Wind,0.008909748459587687,0
30,Wind,0,0
31,Wind,0.026729245378763061,0
32,Wind,0,0
33,Wind,0,0
34,Wind,0.017819496919175374,0
35,Wind,0,0
36,Wind,0,0
37,Wind,0,0
38,Wind,0,0
39,Wind,0,0
40,Wind,46.990013375865461238,0
41,Wind,0,0
42,Wind,0,0
43,Wind,0.163415629912713497795079,0
44,Wind,0.050418333117390990204921,0
45,Wind,0,0
46,Wind,0,0
47,Wind,0.026729245378763061,0
48,Wind,0,0
49,Wind,0,0
50,Wind,0.490036165277322785,0
51,Wind,0,0
52,Wind,0,0
53,Wind,0,0
54,Wind,0,0
55,Wind,0.026729245378763061,0
56,Wind,0,0
57,Wind,0.106916981515052244,0
58,Wind,0.17819496919175374,0
59,Wind,0.26729245378763061,0
60,Wind,0,0
61,Wind,0.012278007586747135368854,0
62,Wind,0.014451237792015925631146,0
63,Wind,17.90859440377125087,0
64,Wind,0,0
65,Wind,0.026729245378763061,0
66,Wind,0.026729245378763061,0
67,Wind,0.17819496919175374,0
68,Wind,26.729245378763061,0
69,Wind,54.70585554186839818,0
70,Wind,7.831668895977576873,0
71,Wind,273.636194690857043144,0
72,Wind,0,0
73,Wind,0,0
74,Wind,356.38993838350748,0
75,Wind,115.407971797039309711,0
76,Wind,287.07209536791527514,0
77,Wind,0,0
78,Wind,1415.340272050882843011,0
79,Wind,394.416744809027728116,0
80,Wind,1722.2543772382998971,0
81,Wind,0.213833963030104488,0
82,Wind,475.7805677419824858,0
83,Wind,0.026729245378763061,0
84,Wind,0.071277987676701496,0
85,Wind,0,0
86,Wind,0.008909748459587687,0
87,Wind,0,0
88,Wind,2342.81835744858229665,0
89,Wind,0.053458490757526122,0
90,Wind,0,0
91,Wind,0,0
92,Wind,171.0671704240835904,0
93,Wind,0.044548742297938435,0
94,Wind,352.8260389996724052,0
95,Wind,0,0
96,Wind,0,0
97,Wind,0,0
98,Wind,1.7819496919175374,0
99,Wind,0,0
100,Wind,0,0
101,Wind,0,0
102,Wind,0,0
103,Wind,0,0
104,Wind,0,0
105,Wind,0,0
106,Wind,0.17819496919175374,0
107,Wind,0,0
108,Wind,185.821713873160800072,0
109,Wind,0,0
110,Wind,0,0
111,Wind,0.080187736136289183,0
112,Wind,0,0
113,Wind,0.080187736136289183,0
114,Wind,14.70108495831968355,0
115,Wind,0,0
116,Wind,0,0
117,Wind,0.026729245378763061,0
118,Wind,534.611636820639983061,0
119,Wind,0,0
120,Wind,0,0
121,Wind,0,0
122,Wind,0,0
123,Wind,0,0
124,Wind,1620.6832447990002653,0
125,Wind,0,0
126,Wind,0,0
127,Wind,0.035638993838350748,0
128,Wind,0,0
129,Wind,0,0
130,Wind,603.1899707140864099,0
131,Wind,0,0
132,Wind,176.439748745214965661,0
133,Wind,26.755974624141824061,0
134,Wind,0,0
135,Wind,2.993675482421462832,0
136,Wind,363.07224972819824525,0
137,Wind,27.246010789419146846,0
138,Wind,0,0
139,Wind,666.00369735417960325,0
140,Wind,160.375472272578366,0
141,Wind,0,0
142,Wind,0,0
143,Wind,0.26729245378763061,0
144,Wind,3.5638993838350748,0
145,Wind,154.593045522305957137,0
146,Wind,102.90759470823778485,0
147,Wind,0,0
148,Wind,0.026729245378763061,0
149,Wind,0,0
150,Wind,109.0759445401126964990989,0
151,Wind,92.1863634135135651439011,0
152,Wind,0,0
153,Wind,0.026729245378763061,0
154,Wind,0.026729245378763061,0
155,Wind,0.062368239217113809,0
156,Wind,0,0
157,Wind,0,0
158,Wind,514.9834609641683086,0
159,Wind,0,0
160,Wind,0.053458490757526122,0
161,Wind,0,0
162,Wind,124.736478434227618,0
163,Wind,0,0
164,Wind,0,0
165,Wind,0.071277987676701496,0
166,Wind,14.70108495831968355,0
167,Wind,0.017819496919175374,0
168,Wind,0,0
169,Wind,0,0
170,Wind,0.017819496919175374,0
171,Wind,0,0
172,Wind,469.36554885107935116,0
173,Wind,167.05778361726913125,0
174,Wind,0,0
175,Wind,6.931784301559220486,0
176,Wind,0.028508263763437394050977,0
177,Wind,0.036450752110755322574883,0
178,Wind,0.017819496919175374,0
179,Wind,0,0
180,Wind,0.383119183762270541,0
181,Wind,0,0
182,Wind,0.035638993838350748,0
183,Wind,0.01522872026209646637414,0
184,Wind,0.026729245378763061,0
185,Wind,0,0
186,Wind,0.053458490757526122,0
187,Wind,0,0
188,Wind,0.106916981515052244,0
189,Wind,6.68231134469076525,0
190,Wind,6.68231134469076525,0
191,Wind,0.044548742297938435,0
192,Wind,0.017819496919175374,0
193,Wind,0.124736478434227618,0
