bus_ID,Type,Pmax [MW],Pmin [MW]
1,Wind,0,0
2,Wind,0,0
3,Wind,0,0
4,Wind,0,0
5,Wind,0.003,0
6,Wind,0,0
7,Wind,0.007,0
8,Wind,0,0
9,Wind,0,0
10,Wind,0,0
11,Wind,0,0
12,Wind,0,0
13,Wind,0,0
14,Wind,0,0
15,Wind,0,0
16,Wind,0,0
17,Wind,0,0
18,Wind,0,0
19,Wind,0.101,0
20,Wind,0,0
21,Wind,3.003,0
22,Wind,0,0
23,Wind,0,0
24,Wind,0,0
25,Wind,0,0
26,Wind,0,0
27,Wind,46.133,0
28,Wind,0,0
29,Wind,0.001,0
30,Wind,0,0
31,Wind,0.003,0
32,Wind,0,0
33,Wind,0,0
34,Wind,0.002,0
35,Wind,0,0
36,Wind,0,0
37,Wind,0,0
38,Wind,0,0
39,Wind,0,0
40,Wind,5.274,0
41,Wind,0,0
42,Wind,0,0
43,Wind,0.018341217,0
44,Wind,0.005658783,0
45,Wind,0,0
46,Wind,0,0
47,Wind,0.003,0
48,Wind,0,0
49,Wind,0,0
50,Wind,0.055,0
51,Wind,0,0
52,Wind,0,0
53,Wind,0,0
54,Wind,0,0
55,Wind,0.003,0
56,Wind,0,0
57,Wind,0.012,0
58,Wind,0.02,0
59,Wind,0.03,0
60,Wind,0,0
61,Wind,0.001378042,0
62,Wind,0.001621958,0
63,Wind,2.01,0
64,Wind,0,0
65,Wind,0.003,0
66,Wind,0.003,0
67,Wind,0.02,0
68,Wind,3,0
69,Wind,6.14,0
70,Wind,0.879,0
71,Wind,30.712,0
72,Wind,0,0
73,Wind,0,0
74,Wind,40,0
75,Wind,12.953,0
76,Wind,32.22,0
77,Wind,0,0
78,Wind,158.853,0
79,Wind,44.268,0
80,Wind,193.3,0
81,Wind,0.024,0
82,Wind,53.4,0
83,Wind,0.003,0
84,Wind,0.008,0
85,Wind,0,0
86,Wind,0.001,0
87,Wind,0,0
88,Wind,262.95,0
89,Wind,0.006,0
90,Wind,0,0
91,Wind,0,0
92,Wind,19.2,0
93,Wind,0.005,0
94,Wind,39.6,0
95,Wind,0,0
96,Wind,0,0
97,Wind,0,0
98,Wind,0.2,0
99,Wind,0,0
100,Wind,0,0
101,Wind,0,0
102,Wind,0,0
103,Wind,0,0
104,Wind,0,0
105,Wind,0,0
106,Wind,0.02,0
107,Wind,0,0
108,Wind,20.856,0
109,Wind,0,0
110,Wind,0,0
111,Wind,0.009,0
112,Wind,0,0
113,Wind,0.009,0
114,Wind,1.65,0
115,Wind,0,0
116,Wind,0,0
117,Wind,0.003,0
118,Wind,60.003,0
119,Wind,0,0
120,Wind,0,0
121,Wind,0,0
122,Wind,0,0
123,Wind,0,0
124,Wind,181.9,0
125,Wind,0,0
126,Wind,0,0
127,Wind,0.004,0
128,Wind,0,0
129,Wind,0,0
130,Wind,67.7,0
131,Wind,0,0
132,Wind,19.803,0
133,Wind,3.003,0
134,Wind,0,0
135,Wind,0.336,0
136,Wind,40.75,0
137,Wind,3.058,0
138,Wind,0,0
139,Wind,74.75,0
140,Wind,18,0
141,Wind,0,0
142,Wind,0,0
143,Wind,0.03,0
144,Wind,0.4,0
145,Wind,17.351,0
146,Wind,11.55,0
147,Wind,0,0
148,Wind,0.003,0
149,Wind,0,0
150,Wind,12.2423147,0
151,Wind,10.3466853,0
152,Wind,0,0
153,Wind,0.003,0
154,Wind,0.003,0
155,Wind,0.007,0
156,Wind,0,0
157,Wind,0,0
158,Wind,57.8,0
159,Wind,0,0
160,Wind,0.006,0
161,Wind,0,0
162,Wind,14,0
163,Wind,0,0
164,Wind,0,0
165,Wind,0.008,0
166,Wind,1.65,0
167,Wind,0.002,0
168,Wind,0,0
169,Wind,0,0
170,Wind,0.002,0
171,Wind,0,0
172,Wind,52.68,0
173,Wind,18.75,0
174,Wind,0,0
175,Wind,0.778,0
176,Wind,0.003199671,0
177,Wind,0.004091109,0
178,Wind,0.002,0
179,Wind,0,0
180,Wind,0.043,0
181,Wind,0,0
182,Wind,0.004,0
183,Wind,0.00170922,0
184,Wind,0.003,0
185,Wind,0,0
186,Wind,0.006,0
187,Wind,0,0
188,Wind,0.012,0
189,Wind,0.75,0
190,Wind,0.75,0
191,Wind,0.005,0
192,Wind,0.002,0
193,Wind,0.014,0
