hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.0,0.05024848
2,1,0.0,0.0,0.05024848
3,1,0.0,0.0015225408475280813,0.04914412
4,1,0.0,0.0,0.04693539
5,1,0.0,0.0,0.04472667
6,1,0.0,0.0,0.04362231
7,1,0.0,0.18471867544379156,0.04417449
8,1,0.0,0.0,0.05466593
9,1,0.11237190309233729,0.0,0.31087797
10,1,0.30807118627339897,0.09832738787299525,0.32909994
11,1,0.4657842922073894,0.0,0.29376035
12,1,0.565544307406764,0.006744732512116776,0.23246825
13,1,0.6008950736923674,0.16991784145741515,0.11485367
14,1,0.5727856626639137,0.07040178335823319,0.17890668
15,1,0.48341547013213776,0.08719077923158075,0.17393705
16,1,0.3407751901800134,0.0,0.2252899
17,1,0.1645218961894927,0.0,0.23025953
18,1,0.0,0.03243392384799138,0.19271121
19,1,0.0,0.0,0.18221977
20,1,0.0,0.13580235042158814,0.14356709
21,1,0.0,0.04119519442326571,0.10767532
22,1,0.0,0.2274978632404948,0.06294865
23,1,0.0,0.0,0.05521811
24,1,0.0,0.3342160857178321,0.05024848
1,2,0.0,0.12918030633213215,0.05024848
2,2,0.0,0.1343224665206537,0.05024848
3,2,0.0,0.16501216715151162,0.04914412
4,2,0.0,0.27462255317786205,0.04693539
5,2,0.0,0.07897117021921647,0.04472667
6,2,0.0,0.16642889109266573,0.04362231
7,2,0.0,0.15143603321509672,0.04417449
8,2,0.0,0.18527318088462655,0.05466593
9,2,0.1004629121986994,0.19302023224133275,0.31087797
10,2,0.28097467409046833,0.053740714913363866,0.32909994
11,2,0.4329868052339105,0.0,0.29376035
12,2,0.5338057726074794,0.0,0.23246825
13,2,0.5743598842382976,0.0,0.11485367
14,2,0.5539058106442656,0.0,0.17890668
15,2,0.4720444192204668,0.23500455790612848,0.17393705
16,2,0.336755505978486,0.23137658093173702,0.2252899
17,2,0.16615566623565725,0.0009370554068262424,0.23025953
18,2,0.0,0.0,0.19271121
19,2,0.0,0.0,0.18221977
20,2,0.0,0.0,0.14356709
21,2,0.0,0.0,0.10767532
22,2,0.0,0.0,0.06294865
23,2,0.0,0.21017442627587665,0.05521811
24,2,0.0,0.0,0.05024848
1,3,0.0,0.0,0.05024848
2,3,0.0,0.0,0.05024848
3,3,0.0,0.0,0.04914412
4,3,0.0,9.697037251773945e-5,0.04693539
5,3,0.0,0.07029209840471654,0.04472667
6,3,0.0,0.050911374196719365,0.04362231
7,3,0.0,0.06837409771654773,0.04417449
8,3,0.0,0.09529182791834002,0.05466593
9,3,0.1496060188665501,0.0,0.31087797
10,3,0.3605527030132621,0.0,0.32909994
11,3,0.5165316820092689,0.0,0.29376035
12,3,0.6088822275317977,0.0,0.23246825
13,3,0.6378117055658576,0.0,0.11485367
14,3,0.6020616615806504,0.0,0.17890668
15,3,0.4976149346524207,0.20719562926006088,0.17393705
16,3,0.33934573159010634,0.0,0.2252899
17,3,0.15365161800588004,0.0,0.23025953
18,3,0.0,0.0,0.19271121
19,3,0.0,0.0077402679791234935,0.18221977
20,3,0.0,0.029826658690999586,0.14356709
21,3,0.0,0.00794629721741604,0.10767532
22,3,0.0,0.0,0.06294865
23,3,0.0,0.0,0.05521811
24,3,0.0,0.021353000892504404,0.05024848
1,4,0.0,0.0,0.05024848
2,4,0.0,0.0,0.05024848
3,4,0.0,0.0,0.04914412
4,4,0.0,0.011070328905884035,0.04693539
5,4,0.0,0.0,0.04472667
6,4,0.0,0.0,0.04362231
7,4,0.0,0.0,0.04417449
8,4,0.0,0.0,0.05466593
9,4,0.1046811170097307,0.0,0.31087797
10,4,0.288885422956335,0.0,0.32909994
11,4,0.4425464515573218,0.0,0.29376035
12,4,0.5408277649812913,0.0,0.23246825
13,4,0.5789627117880116,0.0,0.11485367
14,4,0.5577546936879261,0.0,0.17890668
15,4,0.4755059240670998,0.10612617123920916,0.17393705
16,4,0.34037879600205306,0.0541543796623734,0.2252899
17,4,0.17040775548526832,0.0,0.23025953
18,4,0.0,0.0712296171161236,0.19271121
19,4,0.0,0.09004251632194726,0.18221977
20,4,0.0,0.0,0.14356709
21,4,0.0,0.0,0.10767532
22,4,0.0,0.0,0.06294865
23,4,0.0,0.0,0.05521811
24,4,0.0,0.0,0.05024848
1,5,0.0,0.0,0.05024848
2,5,0.0,0.0,0.05024848
3,5,0.0,0.0,0.04914412
4,5,0.0,0.0,0.04693539
5,5,0.0,0.0777430028951939,0.04472667
6,5,0.0,0.0,0.04362231
7,5,0.0,0.050313811306071266,0.04417449
8,5,0.0,0.0,0.05466593
9,5,0.0,0.0,0.31087797
10,5,0.23477945720233792,0.0,0.32909994
11,5,0.4833487327921789,0.0,0.29376035
12,5,0.5817277912259644,0.04818067144483858,0.23246825
13,5,0.6083368582444308,0.0,0.11485367
14,5,0.5723495594115917,0.0,0.17890668
15,5,0.4739355469509277,0.0,0.17393705
16,5,0.3234940891036217,0.005545014234634107,0.2252899
17,5,0.14584151350062882,0.16161507690757915,0.23025953
18,5,0.0,0.2109607437851599,0.19271121
19,5,0.0,0.13393127902503466,0.18221977
20,5,0.0,0.07441345629433534,0.14356709
21,5,0.0,0.0,0.10767532
22,5,0.0,0.0,0.06294865
23,5,0.0,0.02866370253788518,0.05521811
24,5,0.0,0.10878383523003776,0.05024848
1,6,0.0,0.005369325766479566,0.05024848
2,6,0.0,0.19263187386648886,0.05024848
3,6,0.0,0.11737964014011172,0.04914412
4,6,0.0,0.13090614014640192,0.04693539
5,6,0.0,0.1303098463282602,0.04472667
6,6,0.0,0.033302947258148696,0.04362231
7,6,0.0,0.014424858375593553,0.04417449
8,6,0.0,0.03604897917158007,0.05466593
9,6,0.1029323425431981,0.0,0.31087797
10,6,0.2913667855494457,0.0,0.32909994
11,6,0.44558392651538486,0.0,0.29376035
12,6,0.5437956198768772,0.0,0.23246825
13,6,0.5806499393400102,0.0,0.11485367
14,6,0.5563743092399234,0.0,0.17890668
15,6,0.4711780378162518,0.0,0.17393705
16,6,0.3348392991959382,0.0,0.2252899
17,6,0.16628804583749682,0.03879901300031529,0.23025953
18,6,0.0,0.21443303310857492,0.19271121
19,6,0.0,0.1267325894469032,0.18221977
20,6,0.0,0.1852027812918669,0.14356709
21,6,0.0,0.22030645977610983,0.10767532
22,6,0.0,0.33328456533921275,0.06294865
23,6,0.0,0.16359815004582015,0.05521811
24,6,0.0,0.103143539505393,0.05024848
1,7,0.0,0.0,0.05024848
2,7,0.0,0.0,0.05024848
3,7,0.0,0.0,0.04914412
4,7,0.0,0.0,0.04693539
5,7,0.0,0.0,0.04472667
6,7,0.0,0.0,0.04362231
7,7,0.0,0.0,0.04417449
8,7,0.0,0.0,0.05466593
9,7,0.10678758514549437,0.0,0.31087797
10,7,0.28973169597062337,0.0,0.32909994
11,7,0.44167752044527636,0.0,0.29376035
12,7,0.5394834610652811,0.0,0.23246825
13,7,0.5757555781432206,0.0,0.11485367
14,7,0.5522424884320032,0.18376437147044006,0.17890668
