bus_ID,Type,Pmax [MW],Pmin [MW]
1,Wind,0,0
2,Wind,0,0
3,Wind,0,0
4,Wind,0,0
5,Wind,0.0040966246754028108,0
6,Wind,0,0
7,Wind,0.0095587909092732252,0
8,Wind,0,0
9,Wind,0,0
10,Wind,0,0
11,Wind,0,0
12,Wind,0,0
13,Wind,0,0
14,Wind,0,0
15,Wind,0,0
16,Wind,0,0
17,Wind,0,0
18,Wind,0,0
19,Wind,0.1379196974052279636,0
20,Wind,0,0
21,Wind,4.1007213000782136108,0
22,Wind,0,0
23,Wind,0,0
24,Wind,0,0
25,Wind,0,0
26,Wind,0,0
27,Wind,62.9965287167859568788,0
28,Wind,0,0
29,Wind,0.0013655415584676036,0
30,Wind,0,0
31,Wind,0.0040966246754028108,0
32,Wind,0,0
33,Wind,0,0
34,Wind,0.0027310831169352072,0
35,Wind,0,0
36,Wind,0,0
37,Wind,0,0
38,Wind,0,0
39,Wind,0,0
40,Wind,7.2018661793581413864,0
41,Wind,0,0
42,Wind,0,0
43,Wind,0.0250456940463725050975812,0
44,Wind,0.0077273033568499813024188,0
45,Wind,0,0
46,Wind,0,0
47,Wind,0.0040966246754028108,0
48,Wind,0,0
49,Wind,0,0
50,Wind,0.075104785715718198,0
51,Wind,0,0
52,Wind,0,0
53,Wind,0,0
54,Wind,0,0
55,Wind,0.0040966246754028108,0
56,Wind,0,0
57,Wind,0.0163864987016112432,0
58,Wind,0.027310831169352072,0
59,Wind,0.040966246754028108,0
60,Wind,0,0
61,Wind,0.0018817736203138134001512,0
62,Wind,0.0022148510550889973998488,0
63,Wind,2.744738532519883236,0
64,Wind,0,0
65,Wind,0.0040966246754028108,0
66,Wind,0.0040966246754028108,0
67,Wind,0.027310831169352072,0
68,Wind,4.0966246754028108,0
69,Wind,8.384425168991086104,0
70,Wind,1.2003110298930235644,0
71,Wind,41.9385123436570417632,0
72,Wind,0,0
73,Wind,0,0
74,Wind,54.621662338704144,0
75,Wind,17.6878598068308694308,0
76,Wind,43.997749013826187992,0
77,Wind,0,0
78,Wind,216.9203731872542346708,0
79,Wind,60.4497937102438761648,0
80,Wind,263.95918325178777588,0
81,Wind,0.0327729974032224864,0
82,Wind,72.91991922217003224,0
83,Wind,0.0040966246754028108,0
84,Wind,0.0109243324677408288,0
85,Wind,0,0
86,Wind,0.0013655415584676036,0
87,Wind,0,0
88,Wind,359.06915279905636662,0
89,Wind,0.0081932493508056216,0
90,Wind,0,0
91,Wind,0,0
92,Wind,26.21839792257798912,0
93,Wind,0.006827707792338018,0
94,Wind,54.07544571531710256,0
95,Wind,0,0
96,Wind,0,0
97,Wind,0,0
98,Wind,0.27310831169352072,0
99,Wind,0,0
100,Wind,0,0
101,Wind,0,0
102,Wind,0,0
103,Wind,0,0
104,Wind,0,0
105,Wind,0,0
106,Wind,0.027310831169352072,0
107,Wind,0,0
108,Wind,28.4797347434003406816,0
109,Wind,0,0
110,Wind,0,0
111,Wind,0.0122898740262084324,0
112,Wind,0,0
113,Wind,0.0122898740262084324,0
114,Wind,2.25314357147154594,0
115,Wind,0,0
116,Wind,0,0
117,Wind,0.0040966246754028108,0
118,Wind,81.9365901327316188108,0
119,Wind,0,0
120,Wind,0,0
121,Wind,0,0
122,Wind,0,0
123,Wind,0,0
124,Wind,248.39200948525709484,0
125,Wind,0,0
126,Wind,0,0
127,Wind,0.0054621662338704144,0
128,Wind,0,0
129,Wind,0,0
130,Wind,92.44716350825676372,0
131,Wind,0,0
132,Wind,27.0418194823339540908,0
133,Wind,4.1007213000782136108,0
134,Wind,0,0
135,Wind,0.4588219636451148096,0
136,Wind,55.6458185075548467,0
137,Wind,4.1758260857939318088,0
138,Wind,0,0
139,Wind,102.0742314954533691,0
140,Wind,24.5797480524168648,0
141,Wind,0,0
142,Wind,0,0
143,Wind,0.040966246754028108,0
144,Wind,0.54621662338704144,0
145,Wind,23.6935115809713900636,0
146,Wind,15.77200500030082158,0
147,Wind,0,0
148,Wind,0.0040966246754028108,0
149,Wind,0,0
150,Wind,16.71738949468885302605292,0
151,Wind,14.12882876953584469434708,0
152,Wind,0,0
153,Wind,0.0040966246754028108,0
154,Wind,0.0040966246754028108,0
155,Wind,0.0095587909092732252,0
156,Wind,0,0
157,Wind,0,0
158,Wind,78.92830207942748808,0
159,Wind,0,0
160,Wind,0.0081932493508056216,0
161,Wind,0,0
162,Wind,19.1175818185464504,0
163,Wind,0,0
164,Wind,0,0
165,Wind,0.0109243324677408288,0
166,Wind,2.25314357147154594,0
167,Wind,0.0027310831169352072,0
168,Wind,0,0
169,Wind,0,0
170,Wind,0.0027310831169352072,0
171,Wind,0,0
172,Wind,71.936729300073357648,0
173,Wind,25.6039042212675675,0
174,Wind,0,0
175,Wind,1.0623913324877956008,0
176,Wind,0.0043692837239235956784156,0
177,Wind,0.0055865793597208392963924,0
178,Wind,0.0027310831169352072,0
179,Wind,0,0
180,Wind,0.0587182870141069548,0
181,Wind,0,0
182,Wind,0.0054621662338704144,0
183,Wind,0.002334010942563997425192,0
184,Wind,0.0040966246754028108,0
185,Wind,0,0
186,Wind,0.0081932493508056216,0
187,Wind,0,0
188,Wind,0.0163864987016112432,0
189,Wind,1.0241561688507027,0
190,Wind,1.0241561688507027,0
191,Wind,0.006827707792338018,0
192,Wind,0.0027310831169352072,0
193,Wind,0.0191175818185464504,0
