hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.0,0.06821963
2,1,0.0,0.09123854280261702,0.067665
3,1,0.0,0.04399063811902244,0.06711037
4,1,0.0,0.0,0.06711037
5,1,0.0,0.0,0.06821963
6,1,0.0,0.08697047662541353,0.07099279
7,1,0.0,0.0,0.07709373
8,1,0.18652121932250895,0.11446250312608615,0.16139767
9,1,0.3783579420981301,0.021332324620064833,0.34331669
10,1,0.537180254479894,0.0,0.30671104
11,1,0.6535263533171946,0.0,0.30671104
12,1,0.7173186963669013,0.0,0.25790349
13,1,0.7268116737743135,0.0,0.17027177
14,1,0.6844610345307077,0.07516561058473573,0.24237382
15,1,0.5886306097484818,0.01299415285047194,0.27842485
16,1,0.4557260764241001,0.0003713759869155685,0.29783694
17,1,0.2682344623968707,0.10144214029539572,0.30615641
18,1,0.10097938776453912,0.035440756829486324,0.30449251
19,1,0.0,0.0,0.281198
20,1,0.0,0.017453242942632608,0.22129784
21,1,0.0,0.0,0.19134775
22,1,0.0,0.0,0.18524681
23,1,0.0,0.0,0.1209096
24,1,0.0,0.0,0.07487521
1,2,0.0,0.0,0.06821963
2,2,0.0,0.0,0.067665
3,2,0.0,0.0,0.06711037
4,2,0.0,0.0,0.06711037
5,2,0.0,0.0,0.06821963
6,2,0.0,0.0,0.07099279
7,2,0.0,0.0,0.07709373
8,2,0.17706861114969094,0.07718372755728929,0.16139767
9,2,0.3648633447826839,0.02426841471550764,0.34331669
10,2,0.521219718307669,0.04643088959037679,0.30671104
11,2,0.6388448526190327,0.044053308083518906,0.30671104
12,2,0.7059627896555097,0.0,0.25790349
13,2,0.7201728054384898,0.0,0.17027177
14,2,0.6809119468342535,0.011837015071620619,0.24237382
15,2,0.5830005321190104,0.0,0.27842485
16,2,0.42650726283666174,0.06604323597367208,0.29783694
17,2,0.23740715599172169,0.0,0.30615641
18,2,0.0,0.0,0.30449251
19,2,0.0,0.0,0.281198
20,2,0.0,0.0,0.22129784
21,2,0.0,0.0,0.19134775
22,2,0.0,0.0,0.18524681
23,2,0.0,0.0,0.1209096
24,2,0.0,0.0,0.07487521
1,3,0.0,0.0,0.06821963
2,3,0.0,0.0,0.067665
3,3,0.0,0.0,0.06711037
4,3,0.0,0.07508285527854044,0.06711037
5,3,0.0,0.03916842589713041,0.06821963
6,3,0.0,0.012085378771122002,0.07099279
7,3,0.0,0.0,0.07709373
8,3,0.24163609707829833,0.016587791895870466,0.16139767
9,3,0.45754687439141034,0.0858519811539148,0.34331669
10,3,0.6233302445166025,0.05791793220960845,0.30671104
11,3,0.7394771082378065,0.0794251481588349,0.30671104
12,3,0.7959764394942194,0.073762020056226,0.25790349
13,3,0.7915611672564165,0.03977136627028765,0.17027177
14,3,0.7198467682067097,0.04426641100044698,0.24237382
15,3,0.5822629366658368,0.05759831190279443,0.27842485
16,3,0.4386749494603482,0.07643073939773838,0.29783694
17,3,0.2578671816409246,0.1437220660615558,0.30615641
18,3,0.0,0.04838733764718217,0.30449251
19,3,0.0,0.015502049611312229,0.281198
20,3,0.0,0.0,0.22129784
21,3,0.0,0.0,0.19134775
22,3,0.0,0.0,0.18524681
23,3,0.0,0.0,0.1209096
24,3,0.0,0.0,0.07487521
1,4,0.0,0.0,0.06821963
2,4,0.0,0.0,0.067665
3,4,0.0,0.0,0.06711037
4,4,0.0,0.0,0.06711037
5,4,0.0,0.0,0.06821963
6,4,0.0,0.0,0.07099279
7,4,0.0,0.0,0.07709373
8,4,0.17797843954260428,0.0,0.16139767
9,4,0.36726460066287575,0.0,0.34331669
10,4,0.522991312965973,0.19532994760558214,0.30671104
11,4,0.6430275547093102,0.08514309534725947,0.30671104
12,4,0.7110766892580397,0.06239596959050906,0.25790349
13,4,0.7242005843272606,0.043332105088985655,0.17027177
14,4,0.6802804041667819,0.01269841374990013,0.24237382
15,4,0.576127204292883,0.0,0.27842485
16,4,0.43143007426357033,0.006946047960771319,0.29783694
17,4,0.2702378342421647,0.141965922449445,0.30615641
18,4,0.0,0.0,0.30449251
19,4,0.0,0.0,0.281198
20,4,0.0,0.0,0.22129784
21,4,0.0,0.0,0.19134775
22,4,0.0,0.0,0.18524681
23,4,0.0,0.0,0.1209096
24,4,0.0,0.0,0.07487521
1,5,0.0,0.0,0.06821963
2,5,0.0,0.0,0.067665
3,5,0.0,0.0,0.06711037
4,5,0.0,0.0,0.06711037
5,5,0.0,0.0,0.06821963
6,5,0.0,0.0,0.07099279
7,5,0.0,0.0,0.07709373
8,5,0.13475699544580738,0.0,0.16139767
9,5,0.3843387065286715,0.0,0.34331669
10,5,0.5415240949738929,0.0,0.30671104
11,5,0.6794506867634689,0.0,0.30671104
12,5,0.7354651419009215,0.0,0.25790349
13,5,0.7360715671332543,0.0,0.17027177
14,5,0.6772608087997606,0.0,0.24237382
15,5,0.5446212511584212,0.0,0.27842485
16,5,0.39402990357116496,0.0,0.29783694
17,5,0.2522112203066659,0.02900310088196889,0.30615641
18,5,0.0,0.0,0.30449251
19,5,0.0,0.0,0.281198
20,5,0.0,0.0,0.22129784
21,5,0.0,0.0,0.19134775
22,5,0.0,0.23478322252884756,0.18524681
23,5,0.0,0.0,0.1209096
24,5,0.0,0.0,0.07487521
1,6,0.0,0.04921275683314179,0.06821963
2,6,0.0,0.13969480095611067,0.067665
3,6,0.0,0.3048725468953094,0.06711037
4,6,0.0,0.2676135161922072,0.06711037
5,6,0.0,0.25866242927955246,0.06821963
6,6,0.0,0.2592292181147659,0.07099279
7,6,0.0,0.1292027599019197,0.07709373
8,6,0.1783550235600193,0.2055206386449179,0.16139767
9,6,0.3688874954677988,0.21171885034234558,0.34331669
10,6,0.523003300955654,0.25208772127223766,0.30671104
11,6,0.6427024494505323,0.25080432336181746,0.30671104
12,6,0.7052932429155284,0.19720060285713698,0.25790349
13,6,0.713192721173313,0.17436578613753786,0.17027177
14,6,0.6703716032594569,0.17388244031951516,0.24237382
15,6,0.5898825394962303,0.08610236271004584,0.27842485
16,6,0.4491077555066197,0.09755002632080342,0.29783694
17,6,0.29043081755412264,0.15260915433374725,0.30615641
18,6,0.12092199147139565,0.211076359386305,0.30449251
19,6,0.0,0.23693578310397728,0.281198
20,6,0.0,0.1928410363009552,0.22129784
21,6,0.0,0.08160295803430836,0.19134775
22,6,0.0,0.03607218592955426,0.18524681
23,6,0.0,0.13241790802686304,0.1209096
24,6,0.0,0.0795223305424277,0.07487521
1,7,0.0,0.0,0.06821963
2,7,0.0,0.1125944097131163,0.067665
3,7,0.0,0.03138520568790387,0.06711037
4,7,0.0,0.14560817821727767,0.06711037
5,7,0.0,0.0004220000241444156,0.06821963
6,7,0.0,0.019703676500122738,0.07099279
7,7,0.0,0.0,0.07709373
8,7,0.18380970863078402,0.0,0.16139767
9,7,0.37463413913813026,0.01749420164824879,0.34331669
10,7,0.5339582090055435,0.1731487734466368,0.30671104
11,7,0.6520507142843647,0.16189597654424767,0.30671104
12,7,0.7160904725484954,0.10551273815029086,0.25790349
13,7,0.7254079708367677,0.12976614077411233,0.17027177
14,7,0.6702259353228409,0.13908562791609322,0.24237382
15,7,0.5401386759223956,0.052354400033422774,0.27842485
16,7,0.41869884648358396,0.0,0.29783694
17,7,0.2646671455186563,0.0417538031007919,0.30615641
18,7,0.10212637935195305,0.0,0.30449251
19,7,0.0,0.0,0.281198
20,7,0.0,0.0,0.22129784
21,7,0.0,0.0,0.19134775
22,7,0.0,0.0,0.18524681
23,7,0.0,0.0,0.1209096
24,7,0.0,0.0,0.07487521
1,8,0.0,0.2852339306591167,0.06821963
2,8,0.0,0.2125025520983994,0.067665
3,8,0.0,0.1552265974054235,0.06711037
4,8,0.0,0.10033232108120238,0.06711037
5,8,0.0,0.11068199368312821,0.06821963
6,8,0.0,0.0785256144835608,0.07099279
7,8,0.0,0.09407639297354421,0.07709373
8,8,0.1703215811520988,0.11250271904473605,0.16139767
9,8,0.35957092636585686,0.0,0.34331669
10,8,0.5199465120024084,0.24180686586812614,0.30671104
11,8,0.6442511034475716,0.2508028309356048,0.30671104
12,8,0.7139770615885389,0.20573252756691673,0.25790349
13,8,0.7262058617811993,0.06796548520885244,0.17027177
14,8,0.6770253115217456,0.03586021160176794,0.24237382
15,8,0.5414177732869012,0.013579053470116034,0.27842485
16,8,0.4618530546760417,0.09507157104548335,0.29783694
17,8,0.29829435761403256,0.17276696887967308,0.30615641
18,8,0.12218715637017896,0.0,0.30449251
19,8,0.0,0.0,0.281198
20,8,0.0,0.0,0.22129784
21,8,0.0,0.0,0.19134775
22,8,0.0,0.0,0.18524681
23,8,0.0,0.0,0.1209096
24,8,0.0,0.0,0.07487521
1,9,0.0,0.0,0.06821963
2,9,0.0,0.0,0.067665
