hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.0,0.07154742
2,1,0.0,0.0,0.0693289
3,1,0.0,0.049147020414501,0.067665
4,1,0.0,0.0,0.067665
5,1,0.0,0.05556302165694409,0.06821963
6,1,0.0,0.10535148787202762,0.07043816
7,1,0.0,0.12043598489070377,0.09040488
8,1,0.14049117766503952,0.08012962440842945,0.17470882
9,1,0.33098933468920716,0.1531079132738933,0.30116473
10,1,0.49198344953021245,0.1641094526970873,0.33943428
11,1,0.6094328299354618,0.0,0.33777038
12,1,0.6793133689175277,0.0,0.31281198
13,1,0.6886463122013036,0.05130191978922668,0.26955075
14,1,0.6415633945203825,0.0,0.26455907
15,1,0.49507132477027654,0.0,0.25513034
16,1,0.38938674178554744,0.0,0.29229063
17,1,0.20159980552310625,0.16857850451485837,0.29506378
18,1,0.0,0.0,0.29950083
19,1,0.0,0.309475894499447,0.28729895
20,1,0.0,0.4645037750870287,0.27454243
21,1,0.0,0.5321445439873342,0.25734886
22,1,0.0,0.1824377437122039,0.16638935
23,1,0.0,0.0,0.13089296
24,1,0.0,0.0,0.09484193
1,2,0.0,0.0,0.07154742
2,2,0.0,0.05258294645824369,0.0693289
3,2,0.0,0.0,0.067665
4,2,0.0,0.05294055957044645,0.067665
5,2,0.0,0.1471029846123471,0.06821963
6,2,0.0,0.11358722524103035,0.07043816
7,2,0.0,0.18015870492184274,0.09040488
8,2,0.13045644792243177,0.18175442993837126,0.17470882
9,2,0.3159804665194584,0.047141950048430296,0.30116473
10,2,0.4758658974689945,0.1241717829095891,0.33943428
11,2,0.5970419123244579,0.12449507553714485,0.33777038
12,2,0.6656262235631757,0.008152364270218255,0.31281198
13,2,0.6803489136714438,0.0,0.26955075
14,2,0.63807448866191,0.0,0.26455907
15,2,0.5446232512121969,0.0,0.25513034
16,2,0.4043952527062997,0.0,0.29229063
17,2,0.2312383565070817,0.13078851111571688,0.29506378
18,2,0.0,0.0,0.29950083
19,2,0.0,0.0,0.28729895
20,2,0.0,0.10205116838541606,0.27454243
21,2,0.0,0.24011043342403443,0.25734886
22,2,0.0,0.14138277672640875,0.16638935
23,2,0.0,0.23323428292743703,0.13089296
24,2,0.0,0.31250667402922977,0.09484193
1,3,0.0,0.06985833676438247,0.07154742
2,3,0.0,0.0,0.0693289
3,3,0.0,0.11197517058638151,0.067665
4,3,0.0,0.0,0.067665
5,3,0.0,0.0,0.06821963
6,3,0.0,0.15009611831003883,0.07043816
7,3,0.0,0.0,0.09040488
8,3,0.18543317977256668,0.012354250657297975,0.17470882
9,3,0.4050798137600886,0.002434423929949511,0.30116473
10,3,0.562993975151807,0.13732677426037423,0.33943428
11,3,0.6666074037024143,0.14236403854650928,0.33777038
12,3,0.740395129912978,0.005272387437177404,0.31281198
13,3,0.7487459474670786,0.0,0.26955075
14,3,0.6860420625064865,0.057390651675408154,0.26455907
15,3,0.5674161121982468,0.014764290476120587,0.25513034
16,3,0.40300760742382924,0.0,0.29229063
17,3,0.21311876545827899,0.03329383718484473,0.29506378
18,3,0.0,0.08472637795602432,0.29950083
19,3,0.0,0.0,0.28729895
20,3,0.0,0.12581436507560523,0.27454243
21,3,0.0,0.22373845401091447,0.25734886
22,3,0.0,0.09159239715735233,0.16638935
23,3,0.0,0.16871523448184997,0.13089296
24,3,0.0,0.08372021230529327,0.09484193
1,4,0.0,0.034223487600918874,0.07154742
2,4,0.0,0.0,0.0693289
3,4,0.0,0.0,0.067665
4,4,0.0,0.0,0.067665
5,4,0.0,0.0,0.06821963
6,4,0.0,0.0,0.07043816
7,4,0.0,0.0,0.09040488
8,4,0.13133102857616896,0.0,0.17470882
9,4,0.31742816725787293,0.0,0.30116473
10,4,0.47769218289956816,0.0,0.33943428
11,4,0.5665792785654755,0.037768153473533086,0.33777038
12,4,0.6459850763591446,0.0,0.31281198
13,4,0.6823345705445995,0.0,0.26955075
14,4,0.6398078362629941,0.0,0.26455907
15,4,0.5485483865274129,0.0,0.25513034
16,4,0.40902749286141904,0.0,0.29229063
17,4,0.23535636888825373,0.07159835696475038,0.29506378
18,4,0.0,0.16621921322197422,0.29950083
19,4,0.0,0.1155885705603074,0.28729895
20,4,0.0,0.0,0.27454243
21,4,0.0,0.0,0.25734886
22,4,0.0,0.0,0.16638935
