bus_ID,Type,Pmax [MW],Pmin [MW]
1,Solar,487.311260466873410952,0
2,Solar,399.975084969285941748,0
3,Solar,291.072046114536759096,0
4,Solar,26.83506508872786144,0
5,Solar,116.982161648419479696,0
6,Solar,105.967303536418392384,0
7,Solar,140.50704865013662722,0
8,Solar,245.460236354713559724,0
9,Solar,49.637069523132378588,0
10,Solar,123.698728811615610132,0
11,Solar,187.562023247580365652,0
12,Solar,40.322805652219277844,0
13,Solar,46.092864705696712392,0
14,Solar,48.581348939215371636,0
15,Solar,14.6266706515595175,0
16,Solar,104.147095633113207984,0
17,Solar,48.693161710418404392,0
18,Solar,22.968423442706705436,0
19,Solar,43.081720774228993056,0
20,Solar,37.410473006930982804,0
21,Solar,145.398207316018129872,0
22,Solar,88.506309149712230604,0
23,Solar,21.637071376289199132,0
24,Solar,72.389668314447183588,0
25,Solar,36.515970837306720756,0
26,Solar,31.63261306243938318,0
27,Solar,47.811661025817750804,0
28,Solar,130.896350920685253588,0
29,Solar,28.00519874085262284,0
30,Solar,30.992939999277846948,0
31,Solar,43.614781660196939916,0
32,Solar,23.017829085796417584,0
33,Solar,44.886326895505847304,0
34,Solar,128.725102921742640768,0
35,Solar,114.251849793461703096,0
36,Solar,59.354379429777341592,0
37,Solar,98.543455587937961724,0
38,Solar,126.156009481077609072,0
39,Solar,53.061660678350846952,0
40,Solar,122.302369320080061528,0
41,Solar,420.015573984676021992,0
42,Solar,385.696854116359130976,0
43,Solar,79.23928705873339280478528,0
44,Solar,24.447555994142887676327952,0
45,Solar,42.34942234944147510274956,0
46,Solar,133.22523170637189042925044,0
47,Solar,602.447211241940489328,0
48,Solar,38.596208441084074356,0
49,Solar,53.08784730737550736510596,0
50,Solar,372.430138798269058392,0
51,Solar,252.91770450527792888689404,0
52,Solar,399.655248437705173632,0
53,Solar,653.397430752457322376,0
54,Solar,313.720633025662696416,0
55,Solar,407.424935887813589328,0
56,Solar,400.336526252942256936,0
57,Solar,515.269653861641043336,0
58,Solar,852.634787551238085108,0
59,Solar,667.126998937387856136,0
60,Solar,356.781551423853915936,0
61,Solar,341.2094777888027092671,0
62,Solar,401.6043660650194359129,0
63,Solar,453.223967031976750524,0
64,Solar,246.7681857480885708,0
65,Solar,365.804582030238187176,0
66,Solar,254.53007230718282142,0
67,Solar,230.29530422317665198,0
68,Solar,62.895983950208286096,0
69,Solar,289.88111008637422416,0
70,Solar,229.07316463095745674,0
71,Solar,309.042698714168372508,0
