hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.0,0.09276643
2,1,0.0,0.0,0.09276643
3,1,0.0,0.0,0.09331861
4,1,0.0,0.0,0.09276643
5,1,0.0,0.0,0.09166207
6,1,0.0,0.0,0.09000552
7,1,0.10085155984190042,0.17914209381272753,0.09718388
8,1,0.3136354188251694,0.0,0.09884042
9,1,0.523351376866674,0.0,0.24516842
10,1,0.6971420512880058,0.09510253220386933,0.27609056
11,1,0.8181611780645881,0.22652618153293919,0.28989509
12,1,0.891584544338591,0.33922834423041515,0.27167311
13,1,0.9042196309497018,0.39851819975104674,0.12424075
14,1,0.8684908036422901,0.3428172816618328,0.11540585
15,1,0.7788570864202171,0.4484990224712596,0.10160133
16,1,0.6455627157779723,0.46760739668443063,0.09718388
17,1,0.4681569134716361,0.5450600414244424,0.20209829
18,1,0.2678260707971655,0.44038718527593795,0.21535064
19,1,0.0,0.3696158617693925,0.20099393
20,1,0.0,0.34075413622118667,0.17669796
21,1,0.0,0.10707166427415206,0.14688018
22,1,0.0,0.2338819415981487,0.1374931
23,1,0.0,0.2079020803837123,0.10988404
24,1,0.0,0.2489825364177904,0.09773606
1,2,0.0,0.3236169129908547,0.09276643
2,2,0.0,0.0,0.09276643
3,2,0.0,0.0,0.09331861
4,2,0.0,0.12888694622592262,0.09276643
5,2,0.0,0.0,0.09166207
6,2,0.0,0.12763474986247836,0.09000552
7,2,0.0,0.0,0.09718388
8,2,0.29408841981920725,0.0,0.09884042
9,2,0.4958302804171396,0.0,0.24516842
10,2,0.6653263304420773,0.001584390687620903,0.27609056
11,2,0.7845279777259987,0.10837030133820008,0.28989509
12,2,0.8570194457027005,0.16398122920846656,0.27167311
13,2,0.8772281471966393,0.2947141843900541,0.12424075
14,2,0.8430740870104809,0.3921580785489102,0.11540585
15,2,0.7642212368015489,0.454368314152169,0.10160133
16,2,0.6361467562939307,0.48729564371904666,0.09718388
17,2,0.4654112687399167,0.4900135809978746,0.20209829
18,2,0.268791739033142,0.4189123834075096,0.21535064
19,2,0.0,0.14838546522608276,0.20099393
20,2,0.0,0.13931213227996894,0.17669796
21,2,0.0,0.0,0.14688018
22,2,0.0,0.05255889579523345,0.1374931
23,2,0.0,0.0,0.10988404
24,2,0.0,0.0,0.09773606
1,3,0.0,0.0,0.09276643
2,3,0.0,0.0,0.09276643
3,3,0.0,0.0,0.09331861
4,3,0.0,0.0,0.09276643
5,3,0.0,0.03433048396496084,0.09166207
6,3,0.0,0.008315414451489065,0.09000552
7,3,0.12145994918273359,0.0,0.09718388
8,3,0.35889711885070147,0.08759728689630761,0.09884042
9,3,0.5747162816815873,0.09680454467157264,0.24516842
10,3,0.7452328557035501,0.03772568017865107,0.27609056
11,3,0.8517529867698139,0.11947989055407017,0.28989509
12,3,0.9153228293840496,0.32458516264803505,0.27167311
13,3,0.9256025723328684,0.5291032380399564,0.12424075
14,3,0.8702242704739838,0.38412898362829945,0.11540585
15,3,0.7681775557590607,0.4915306026975459,0.10160133
16,3,0.6194552876782093,0.5319190444456987,0.09718388
17,3,0.42988532485809156,0.5492288834270392,0.20209829
18,3,0.2252658753669605,0.35793854464799785,0.21535064
19,3,0.0,0.24937296683753205,0.20099393
20,3,0.0,0.36302776179666696,0.17669796
21,3,0.0,0.22082324638773598,0.14688018
22,3,0.0,0.1217199330530731,0.1374931
23,3,0.0,0.21931607438759904,0.10988404
24,3,0.0,0.2401022064497897,0.09773606
1,4,0.0,0.0,0.09276643
2,4,0.0,0.0,0.09276643
3,4,0.0,0.0,0.09331861
4,4,0.0,0.0,0.09276643
5,4,0.0,0.12444704320307803,0.09166207
6,4,0.0,0.09634402516375905,0.09000552
7,4,0.0,0.048210351410900236,0.09718388
8,4,0.28658485213449425,0.0382995428461979,0.09884042
9,4,0.48495893249913263,0.04933259621168252,0.24516842
10,4,0.6519913046757452,0.07897431234744484,0.27609056
11,4,0.7654465415646629,0.10317680804383335,0.28989509
12,4,0.842718260174103,0.13356056286179652,0.27167311
13,4,0.8643271176356238,0.4592059327337815,0.12424075
14,4,0.832554860562729,0.35280625876712673,0.11540585
15,4,0.7541504964812483,0.43377766958712805,0.10160133
16,4,0.6275426957791043,0.44100130880202043,0.09718388
17,4,0.4588168309208015,0.5487008894382496,0.20209829
18,4,0.2655337774638802,0.41127603445776784,0.21535064
19,4,0.0,0.2190693821015711,0.20099393
20,4,0.0,0.3141661859942369,0.17669796
21,4,0.0,0.2778550780757022,0.14688018
22,4,0.0,0.0,0.1374931
