hour,bus_id,pv_profile_ratio,wind_profile_ratio,hydro_profile_ratio
1,1,0.0,0.0,0.05546312
2,1,0.0,0.0,0.05435385
3,1,0.0,0.0,0.0515807
4,1,0.0,0.0,0.04936217
5,1,0.0,0.0,0.04880754
6,1,0.0,0.0,0.04825291
7,1,0.0,0.0,0.11591791
8,1,0.0,0.0,0.15196894
9,1,0.24299543172251625,0.24588873630093327,0.25013866
10,1,0.3930187270988136,0.0,0.23516362
11,1,0.5094535302144146,0.0,0.23460899
12,1,0.5583259953850614,0.0,0.23072657
13,1,0.591939049114066,0.0,0.16306156
14,1,0.5524215647011295,0.0,0.19911259
15,1,0.4496681318802099,0.0,0.23627288
16,1,0.3024277668980872,0.09667893862123729,0.281198
17,1,0.13434664560552725,0.05554412196000487,0.28729895
18,1,0.0,0.14904741012830391,0.32778702
19,1,0.0,0.09775337727687264,0.29728231
20,1,0.0,0.0,0.24181919
21,1,0.0,0.0,0.14808652
22,1,0.0,0.0,0.14032169
23,1,0.0,0.0,0.09650582
24,1,0.0,0.0,0.05601775
1,2,0.0,0.0,0.05546312
2,2,0.0,0.0,0.05435385
3,2,0.0,0.0,0.0515807
4,2,0.0,0.0,0.04936217
5,2,0.0,0.0,0.04880754
6,2,0.0,0.0,0.04825291
7,2,0.0,0.0,0.11591791
8,2,0.0,0.0,0.15196894
9,2,0.23049171557451598,0.0,0.25013866
10,2,0.3893267627957209,0.17655989683787887,0.23516362
11,2,0.4971583971565508,0.0,0.23460899
12,2,0.5563659768840864,0.0,0.23072657
13,2,0.5881995122344836,0.0,0.16306156
14,2,0.5449796158828163,0.05242995280044552,0.19911259
15,2,0.4487899853990777,0.16934145125718467,0.23627288
16,2,0.30907856183889965,0.20239511460230106,0.281198
17,2,0.1434259051763213,0.15809467753001644,0.28729895
18,2,0.0,0.2000984350323324,0.32778702
19,2,0.0,0.0,0.29728231
20,2,0.0,0.0,0.24181919
21,2,0.0,0.0,0.14808652
22,2,0.0,0.0,0.14032169
23,2,0.0,0.13922111203703394,0.09650582
24,2,0.0,0.0,0.05601775
1,3,0.0,0.0,0.05546312
2,3,0.0,0.0,0.05435385
3,3,0.0,0.0,0.0515807
4,3,0.0,0.0,0.04936217
5,3,0.0,0.0,0.04880754
6,3,0.0,0.0,0.04825291
7,3,0.0,0.0,0.11591791
8,3,0.11220048012229412,0.0,0.15196894
9,3,0.3173884667744677,0.0,0.25013866
10,3,0.4872007553292494,0.0,0.23516362
11,3,0.5931871045981223,0.0,0.23460899
12,3,0.6221931935084333,0.0,0.23072657
13,3,0.6432592721303945,0.0,0.16306156
14,3,0.5835291578122349,0.15013599706724465,0.19911259
15,3,0.4653649254406686,0.1526744088633791,0.23627288
16,3,0.3035532570644762,0.20573248772372973,0.281198
17,3,0.12663422137708324,0.22109354932854855,0.28729895
18,3,0.0,0.12745550154570634,0.32778702
19,3,0.0,0.11789955290942518,0.29728231
20,3,0.0,0.33904892715759555,0.24181919
21,3,0.0,0.09635931528297965,0.14808652
22,3,0.0,0.016665523235523526,0.14032169
23,3,0.0,0.0,0.09650582
24,3,0.0,0.0,0.05601775
1,4,0.0,0.0,0.05546312
2,4,0.0,0.0,0.05435385
3,4,0.0,0.0,0.0515807
4,4,0.0,0.0,0.04936217
5,4,0.0,0.0,0.04880754
6,4,0.0,0.0,0.04825291
7,4,0.0,0.0,0.11591791
8,4,0.0,0.0,0.15196894
9,4,0.24124207365586056,0.0,0.25013866
10,4,0.4013075898975854,0.0,0.23516362
11,4,0.5058142603808127,0.0,0.23460899
