bus_ID,Type,Pmax [MW],Pmin [MW]
1,Wind,0,0
2,Wind,0,0
3,Wind,0,0
4,Wind,0,0
5,Wind,0.033329059052531721,0
6,Wind,0,0
7,Wind,0.077767804455907349,0
8,Wind,0,0
9,Wind,0,0
10,Wind,0,0
11,Wind,0,0
12,Wind,0,0
13,Wind,0,0
14,Wind,0,0
15,Wind,0,0
16,Wind,0,0
17,Wind,0,0
18,Wind,0,0
19,Wind,1.122078321435234607,0
20,Wind,0,0
21,Wind,33.362388111584252721,0
22,Wind,0,0
23,Wind,0,0
24,Wind,0,0
25,Wind,0,0
26,Wind,0,0
27,Wind,512.523160423481961631,0
28,Wind,0,0
29,Wind,0.011109686350843907,0
30,Wind,0,0
31,Wind,0.033329059052531721,0
32,Wind,0,0
33,Wind,0,0
34,Wind,0.022219372701687814,0
35,Wind,0,0
36,Wind,0,0
37,Wind,0,0
38,Wind,0,0
39,Wind,0,0
40,Wind,58.592485814350765518,0
41,Wind,0,0
42,Wind,0,0
43,Wind,0.203765168162766231414819,0
44,Wind,0.062867304257487536585181,0
45,Wind,0,0
46,Wind,0,0
47,Wind,0.033329059052531721,0
48,Wind,0,0
49,Wind,0,0
50,Wind,0.611032749296414885,0
51,Wind,0,0
52,Wind,0,0
53,Wind,0,0
54,Wind,0,0
55,Wind,0.033329059052531721,0
56,Wind,0,0
57,Wind,0.133316236210126884,0
58,Wind,0.22219372701687814,0
59,Wind,0.33329059052531721,0
60,Wind,0,0
61,Wind,0.015309614398289639290094,0
62,Wind,0.018019444654242081709906,0
63,Wind,22.33046956519625307,0
64,Wind,0,0
65,Wind,0.033329059052531721,0
66,Wind,0.033329059052531721,0
67,Wind,0.22219372701687814,0
68,Wind,33.329059052531721,0
69,Wind,68.21347419418158898,0
70,Wind,9.765414302391794253,0
71,Wind,341.200687207118071784,0
72,Wind,0,0
73,Wind,0,0
74,Wind,444.38745403375628,0
75,Wind,143.903767302481127371,0
76,Wind,357.95409422419068354,0
77,Wind,0,0
78,Wind,1764.807005890607158671,0
79,Wind,491.803595379158075076,0
80,Wind,2147.5023716181272231,0
81,Wind,0.266632472420253768,0
82,Wind,593.2572511350646338,0
83,Wind,0.033329059052531721,0
84,Wind,0.088877490806751256,0
85,Wind,0,0
86,Wind,0.011109686350843907,0
87,Wind,0,0
88,Wind,2921.29202595440534565,0
89,Wind,0.066658118105063442,0
90,Wind,0,0
91,Wind,0,0
92,Wind,213.3059779362030144,0
93,Wind,0.055548431754219535,0
94,Wind,439.9435794934187172,0
95,Wind,0,0
96,Wind,0,0
97,Wind,0,0
98,Wind,2.2219372701687814,0
99,Wind,0,0
100,Wind,0,0
101,Wind,0,0
102,Wind,0,0
103,Wind,0,0
104,Wind,0,0
105,Wind,0,0
106,Wind,0.22219372701687814,0
107,Wind,0,0
108,Wind,231.703618533200524392,0
109,Wind,0,0
110,Wind,0,0
111,Wind,0.099987177157595163,0
112,Wind,0,0
113,Wind,0.099987177157595163,0
114,Wind,18.33098247889244655,0
115,Wind,0,0
116,Wind,0,0
117,Wind,0.033329059052531721,0
118,Wind,666.614510109686951721,0
119,Wind,0,0
120,Wind,0,0
121,Wind,0,0
122,Wind,0,0
123,Wind,0,0
124,Wind,2020.8519472185066833,0
125,Wind,0,0
126,Wind,0,0
127,Wind,0.044438745403375628,0
128,Wind,0,0
129,Wind,0,0
130,Wind,752.1257659521325039,0
131,Wind,0,0
132,Wind,220.005118805761890321,0
133,Wind,33.362388111584252721,0
134,Wind,0,0
135,Wind,3.732854613883552752,0
136,Wind,452.71971879688921025,0
137,Wind,33.973420860880667606,0
138,Wind,0,0
139,Wind,830.44905472558204825,0
140,Wind,199.974354315190326,0
141,Wind,0,0
142,Wind,0,0
143,Wind,0.33329059052531721,0
144,Wind,4.4438745403375628,0
145,Wind,192.764167873492630357,0
146,Wind,128.31687735224712585,0
147,Wind,0,0
148,Wind,0.033329059052531721,0
149,Wind,0,0
150,Wind,136.0082765253257200715329,0
151,Wind,114.9484284538872951514671,0
152,Wind,0,0
153,Wind,0.033329059052531721,0
154,Wind,0.033329059052531721,0
155,Wind,0.077767804455907349,0
156,Wind,0,0
157,Wind,0,0
158,Wind,642.1398710787778246,0
159,Wind,0,0
160,Wind,0.066658118105063442,0
161,Wind,0,0
162,Wind,155.535608911814698,0
163,Wind,0,0
164,Wind,0,0
165,Wind,0.088877490806751256,0
166,Wind,18.33098247889244655,0
167,Wind,0.022219372701687814,0
168,Wind,0,0
169,Wind,0,0
170,Wind,0.022219372701687814,0
171,Wind,0,0
172,Wind,585.25827696245702076,0
173,Wind,208.30661907832325625,0
174,Wind,0,0
175,Wind,8.643335980956559646,0
176,Wind,0.035547341235891074754597,0
177,Wind,0.045450937817114665522863,0
178,Wind,0.022219372701687814,0
179,Wind,0,0
180,Wind,0.477716513086288001,0
181,Wind,0,0
182,Wind,0.044438745403375628,0
183,Wind,0.01898889810458942272254,0
184,Wind,0.033329059052531721,0
185,Wind,0,0
186,Wind,0.066658118105063442,0
187,Wind,0,0
188,Wind,0.133316236210126884,0
189,Wind,8.33226476313293025,0
190,Wind,8.33226476313293025,0
191,Wind,0.055548431754219535,0
192,Wind,0.022219372701687814,0
193,Wind,0.155535608911814698,0
