bus_ID,Type,Pmax [MW],Pmin [MW]
1,Wind,0,0
2,Wind,0,0
3,Wind,0,0
4,Wind,0,0
5,Wind,0.060112999019751435,0
6,Wind,0,0
7,Wind,0.140263664379420015,0
8,Wind,0,0
9,Wind,0,0
10,Wind,0,0
11,Wind,0,0
12,Wind,0,0
13,Wind,0,0
14,Wind,0,0
15,Wind,0,0
16,Wind,0,0
17,Wind,0,0
18,Wind,0,0
19,Wind,2.023804300331631645,0
20,Wind,0,0
21,Wind,60.173112018771186435,0
22,Wind,0,0
23,Wind,0,0
24,Wind,0,0
25,Wind,0,0
26,Wind,0,0
27,Wind,924.397661259397650285,0
28,Wind,0,0
29,Wind,0.020037666339917145,0
30,Wind,0,0
31,Wind,0.060112999019751435,0
32,Wind,0,0
33,Wind,0,0
34,Wind,0.04007533267983429,0
35,Wind,0,0
36,Wind,0,0
37,Wind,0,0
38,Wind,0,0
39,Wind,0,0
40,Wind,105.67865227672302273,0
41,Wind,0,0
42,Wind,0,0
43,Wind,0.367515186514016118465465,0
44,Wind,0.113388805643995361534535,0
45,Wind,0,0
46,Wind,0,0
47,Wind,0.060112999019751435,0
48,Wind,0,0
49,Wind,0,0
50,Wind,1.102071648695442975,0
51,Wind,0,0
52,Wind,0,0
53,Wind,0,0
54,Wind,0,0
55,Wind,0.060112999019751435,0
56,Wind,0,0
57,Wind,0.24045199607900574,0
58,Wind,0.4007533267983429,0
59,Wind,0.60112999019751435,0
60,Wind,0,0
61,Wind,0.02761274579839210233009,0
62,Wind,0.03250025322135933266991,0
63,Wind,40.27570934323346145,0
64,Wind,0,0
65,Wind,0.060112999019751435,0
66,Wind,0.060112999019751435,0
67,Wind,0.4007533267983429,0
68,Wind,60.112999019751435,0
69,Wind,123.0312713270912703,0
70,Wind,17.613108712787170455,0
71,Wind,615.39680863153535724,0
72,Wind,0,0
73,Wind,0,0
74,Wind,801.5066535966858,0
75,Wind,259.547892100946779185,0
76,Wind,645.6136094721304119,0
77,Wind,0,0
78,Wind,3183.043411094858234685,0
79,Wind,887.02741353545217486,0
80,Wind,3873.2809035059841285,0
81,Wind,0.48090399215801148,0
82,Wind,1070.011382551575543,0
83,Wind,0.060112999019751435,0
84,Wind,0.16030133071933716,0
85,Wind,0,0
86,Wind,0.020037666339917145,0
87,Wind,0,0
88,Wind,5268.90436408121327775,0
89,Wind,0.12022599803950287,0
90,Wind,0,0
91,Wind,0,0
92,Wind,384.723193726409184,0
93,Wind,0.100188331699585725,0
94,Wind,793.491587060718942,0
95,Wind,0,0
96,Wind,0,0
97,Wind,0,0
98,Wind,4.007533267983429,0
99,Wind,0,0
100,Wind,0,0
101,Wind,0,0
102,Wind,0,0
103,Wind,0,0
104,Wind,0,0
105,Wind,0,0
106,Wind,0.4007533267983429,0
107,Wind,0,0
108,Wind,417.90556918531197612,0
109,Wind,0,0
110,Wind,0,0
111,Wind,0.180338997059254305,0
112,Wind,0,0
113,Wind,0.180338997059254305,0
114,Wind,33.06214946086328925,0
115,Wind,0,0
116,Wind,0,0
117,Wind,0.060112999019751435,0
118,Wind,1202.320093394048451435,0
119,Wind,0,0
120,Wind,0,0
121,Wind,0,0
122,Wind,0,0
123,Wind,0,0
124,Wind,3644.8515072309286755,0
125,Wind,0,0
126,Wind,0,0
127,Wind,0.08015066535966858,0
128,Wind,0,0
129,Wind,0,0
130,Wind,1356.5500112123907165,0
131,Wind,0,0
132,Wind,396.805906529379222435,0
133,Wind,60.173112018771186435,0
134,Wind,0,0
135,Wind,6.73265589021216072,0
136,Wind,816.53490335162365875,0
137,Wind,61.27518366746662941,0
138,Wind,0,0
139,Wind,1497.81555890880658875,0
140,Wind,360.67799411850861,0
141,Wind,0,0
142,Wind,0,0
143,Wind,0.60112999019751435,0
144,Wind,8.015066535966858,0
145,Wind,347.673548663902382895,0
146,Wind,231.43504622604302475,0
147,Wind,0,0
148,Wind,0.060112999019751435,0
149,Wind,0,0
150,Wind,245.3074171868628610155315,0
151,Wind,207.3234277655255273894685,0
152,Wind,0,0
153,Wind,0.060112999019751435,0
154,Wind,0.060112999019751435,0
155,Wind,0.140263664379420015,0
156,Wind,0,0
157,Wind,0,0
158,Wind,1158.177114447210981,0
159,Wind,0,0
160,Wind,0.12022599803950287,0
161,Wind,0,0
162,Wind,280.52732875884003,0
163,Wind,0,0
164,Wind,0,0
165,Wind,0.16030133071933716,0
166,Wind,33.06214946086328925,0
167,Wind,0.04007533267983429,0
168,Wind,0,0
169,Wind,0,0
170,Wind,0.04007533267983429,0
171,Wind,0,0
172,Wind,1055.5842627868351986,0
173,Wind,375.70624387344646875,0
174,Wind,0,0
175,Wind,15.58930441245553881,0
176,Wind,0.064113939895509031259295,0
177,Wind,0.081976277102232091163805,0
178,Wind,0.04007533267983429,0
179,Wind,0,0
180,Wind,0.861619652616437235,0
181,Wind,0,0
182,Wind,0.08015066535966858,0
183,Wind,0.0342487800615131825769,0
184,Wind,0.060112999019751435,0
185,Wind,0,0
186,Wind,0.12022599803950287,0
187,Wind,0,0
188,Wind,0.24045199607900574,0
189,Wind,15.02824975493785875,0
190,Wind,15.02824975493785875,0
191,Wind,0.100188331699585725,0
192,Wind,0.04007533267983429,0
193,Wind,0.28052732875884003,0
